branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,order_wait_time
beta,beta22-007168,2022-03-25 15:19:00,bakery,Donut,,3,40,15,to go,mobile,F,True,5.3487791302728835
beta,beta22-007169,2022-03-25 15:19:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,F,True,2.781455469042609
beta,beta22-007170,2022-03-25 15:21:00,tea,Bubble Tea,0.5,1,70,30,delivery,mobile,F,True,2.440267392352157
beta,beta22-007170,2022-03-25 15:21:00,smoothie,Strawberry Smoothie,1.0,2,85,45,delivery,mobile,F,True,3.940267392352157
beta,beta22-007171,2022-03-25 15:26:00,tea,Black Tea,0.25,1,45,20,eat in,mobile,M,True,2.7761806693791695
beta,beta22-007172,2022-03-25 15:53:00,bakery,Cookies,,1,85,45,to go,mobile,M,True,4.092952528694741
beta,beta22-007173,2022-03-25 15:56:00,bakery,Cookies,,1,85,45,delivery,mobile,F,True,1.8059764627543475
beta,beta22-007174,2022-03-25 16:03:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,F,True,2.786837030296117
beta,beta22-007175,2022-03-25 16:08:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,F,False,1.7221381339428832
beta,beta22-007176,2022-03-25 16:10:00,coffee,Americano,0.75,1,45,25,to go,mobile,F,True,1.4505430654410747
beta,beta22-007177,2022-03-25 16:36:00,bakery,Cheese Cake,,1,120,80,eat in,mobile,F,True,1.619769345796258
beta,beta22-007220,2022-03-26 13:04:00,tea,Green Tea,0.75,1,65,30,eat in,mobile,F,True,1.9636448902104293
beta,beta22-007221,2022-03-26 13:04:00,coffee,Latte,0.75,2,70,35,eat in,mobile,M,True,2.096027138722554
beta,beta22-007222,2022-03-26 13:06:00,bakery,Cookies,,1,85,45,delivery,mobile,F,True,1.7047569529713344
beta,beta22-007222,2022-03-26 13:06:00,coffee,Mocha Cold Brew,0.5,3,165,55,delivery,mobile,F,True,4.7047569529713344
beta,beta22-007222,2022-03-26 13:06:00,bakery,Muffin,,1,60,30,delivery,mobile,F,True,3.2047569529713344
beta,beta22-007223,2022-03-26 13:06:00,coffee,Mocha,0.75,5,70,35,to go,mobile,M,True,8.015777393482459
beta,beta22-007224,2022-03-26 13:16:00,bakery,Donut,,1,40,15,to go,mobile,M,True,2.2505904702205464
beta,beta22-007225,2022-03-26 13:30:00,bakery,Donut,,7,40,15,to go,mobile,F,True,10.599652140209045
beta,beta22-007226,2022-03-26 13:35:00,tea,Thai Tea,0.75,2,70,30,eat in,mobile,F,True,2.810358610022604
beta,beta22-007227,2022-03-26 13:59:00,tea,Green Tea,0.25,1,65,30,to go,mobile,M,False,2.576186314224669
beta,beta22-007228,2022-03-26 14:05:00,coffee,Latte,0.75,1,70,35,eat in,mobile,M,True,3.4715167447887727
beta,beta22-007229,2022-03-26 14:13:00,coffee,Mocha,0.25,2,70,35,delivery,mobile,F,True,2.971730629896117
beta,beta22-007229,2022-03-26 14:13:00,tea,Green Tea,0.5,1,65,30,delivery,mobile,F,True,4.471730629896117
beta,beta22-007230,2022-03-26 14:30:00,bakery,Croissant,,4,85,50,delivery,cash,F,True,6.026778050702198
beta,beta22-007230,2022-03-26 14:30:00,tea,Bubble Tea,0.75,1,70,30,delivery,cash,F,True,4.526778050702198
beta,beta22-007231,2022-03-26 14:30:00,coffee,Mocha,0.5,1,70,35,eat in,mobile,F,True,3.4529861718147603
beta,beta22-007232,2022-03-26 14:37:00,tea,Green Tea,0.75,1,65,30,delivery,mobile,F,True,3.3257397217749802
beta,beta22-007232,2022-03-26 14:37:00,bakery,Donut,,7,40,15,delivery,mobile,F,True,12.32573972177498
beta,beta22-007233,2022-03-26 15:32:00,smoothie,Watermelon Smoothie,0.25,3,75,40,to go,mobile,M,True,4.339074949952689
beta,beta22-007234,2022-03-26 15:33:00,coffee,Latte,0.75,1,70,35,eat in,mobile,F,True,4.1942511324036325
beta,beta22-007235,2022-03-26 15:34:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,F,True,2.576186314224669
beta,beta22-007236,2022-03-26 15:38:00,bakery,Sandwich,,2,80,30,delivery,mobile,F,True,2.987197335579885
beta,beta22-007236,2022-03-26 15:38:00,coffee,Mocha,0.75,2,70,35,delivery,mobile,F,True,4.487197335579885
beta,beta22-007237,2022-03-26 15:59:00,bakery,Sandwich,,2,80,30,to go,mobile,F,True,4.447180858740557
beta,beta22-007237,2022-03-26 15:59:00,bakery,Cookies,,2,85,45,to go,mobile,F,True,5.947180858740557
beta,beta22-007238,2022-03-26 16:07:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,F,False,3.46570606812918
beta,beta22-007239,2022-03-26 16:19:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,M,True,4.801209054402504
beta,beta22-007240,2022-03-26 16:22:00,smoothie,Kiwi Smoothie,0.5,1,90,50,eat in,mobile,M,True,2.229680919539817
beta,beta22-007241,2022-03-26 16:54:00,smoothie,Watermelon Smoothie,0.25,1,75,40,eat in,cash,F,True,4.880209734499086
beta,beta22-007242,2022-03-26 16:57:00,smoothie,Mango Smoothie,0.0,1,90,45,to go,mobile,F,False,2.576186314224669
beta,beta22-007273,2022-03-27 13:16:00,bakery,Sandwich,,1,80,30,to go,mobile,M,False,2.4086347240825012
beta,beta22-007274,2022-03-27 13:25:00,bakery,Croissant,,1,85,50,delivery,cash,M,False,5.630204896650334
beta,beta22-007274,2022-03-27 13:25:00,tea,Thai Tea,0.5,1,70,30,delivery,cash,M,False,7.130204896650334
beta,beta22-007275,2022-03-27 13:46:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,1.4789211160871867
beta,beta22-007275,2022-03-27 13:46:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,2.9789211160871867
beta,beta22-007276,2022-03-27 13:49:00,coffee,Mocha,0.75,1,70,35,to go,mobile,M,True,4.438123987030863
beta,beta22-007277,2022-03-27 14:00:00,tea,Thai Tea,0.75,2,70,30,eat in,mobile,M,False,2.1534260202957136
beta,beta22-007277,2022-03-27 14:00:00,bakery,Donut,,2,40,15,eat in,mobile,M,False,3.6534260202957136
beta,beta22-007278,2022-03-27 14:04:00,smoothie,Strawberry Smoothie,0.0,4,85,45,delivery,mobile,F,False,4.481922884339047
beta,beta22-007279,2022-03-27 14:07:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,F,True,1.8748594117709292
beta,beta22-007280,2022-03-27 14:20:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,M,True,2.946302091100441
beta,beta22-007281,2022-03-27 14:56:00,tea,Yuzu Tea,0.75,4,70,30,to go,mobile,M,True,7.316553537607863
beta,beta22-007282,2022-03-27 15:17:00,tea,Yuzu Tea,0.75,2,70,30,eat in,credit card,M,True,2.281017045753711
beta,beta22-007283,2022-03-27 15:31:00,bakery,Cheese Cake,,1,120,80,to go,cash,F,False,2.490770944965153
beta,beta22-007284,2022-03-27 15:50:00,coffee,Mocha,0.75,1,70,35,delivery,mobile,F,True,1.6354670398689402
beta,beta22-007284,2022-03-27 15:50:00,bakery,Donut,,1,40,15,delivery,mobile,F,True,3.1354670398689404
beta,beta22-007285,2022-03-27 16:03:00,tea,Yuzu Tea,0.0,1,70,30,to go,mobile,F,True,1.977448502194908
beta,beta22-007348,2022-03-28 13:03:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,F,True,2.943119047544543
beta,beta22-007349,2022-03-28 13:15:00,coffee,Iced Coffee,0.75,2,60,30,to go,mobile,F,True,2.214421247193123
beta,beta22-007350,2022-03-28 13:17:00,coffee,Cappuccino,0.75,2,75,40,delivery,mobile,F,True,3.3333897456652797
beta,beta22-007351,2022-03-28 13:23:00,smoothie,Strawberry Smoothie,0.5,1,85,45,to go,mobile,M,True,3.207779440317523
beta,beta22-007352,2022-03-28 13:25:00,coffee,Iced Coffee,0.75,1,60,30,eat in,mobile,F,False,2.9257647172758396
beta,beta22-007353,2022-03-28 13:27:00,smoothie,Strawberry Smoothie,0.75,1,85,45,eat in,cash,M,True,1.9216960750471337
beta,beta22-007354,2022-03-28 13:41:00,tea,Jasmine Tea,0.0,1,55,25,delivery,credit card,M,True,1.8102515372825472
beta,beta22-007354,2022-03-28 13:41:00,tea,Bubble Tea,0.5,2,70,30,delivery,credit card,M,True,3.3102515372825474
beta,beta22-007355,2022-03-28 13:44:00,tea,Green Tea,0.0,3,65,30,to go,mobile,M,True,4.021739870333252
beta,beta22-007356,2022-03-28 13:44:00,tea,Thai Tea,0.75,2,70,30,to go,mobile,F,True,2.10986367179268
beta,beta22-007357,2022-03-28 13:44:00,tea,Yuzu Tea,0.75,1,70,30,to go,cash,M,True,2.1642949366061264
beta,beta22-007358,2022-03-28 13:47:00,smoothie,Mango Smoothie,0.5,4,90,45,to go,mobile,F,True,6.50579672796287
beta,beta22-007359,2022-03-28 13:47:00,bakery,Donut,,1,40,15,to go,mobile,M,True,3.9313065944228547
beta,beta22-007359,2022-03-28 13:47:00,coffee,Espresso,0.75,1,55,30,to go,mobile,M,True,5.431306594422855
beta,beta22-007360,2022-03-28 13:59:00,tea,Green Tea,0.75,1,65,30,to go,mobile,M,True,4.452770541439557
beta,beta22-007361,2022-03-28 14:09:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,M,True,5.205455268010171
beta,beta22-007362,2022-03-28 14:17:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,F,False,1.2352473136312792
beta,beta22-007363,2022-03-28 14:18:00,bakery,Cheese Cake,,1,120,80,to go,mobile,M,False,1.7906319954481043
beta,beta22-007364,2022-03-28 14:29:00,tea,Thai Tea,0.75,1,70,30,delivery,mobile,M,False,3.851400417587908
beta,beta22-007365,2022-03-28 14:30:00,tea,Black Tea,0.0,1,45,20,eat in,mobile,F,False,1.7968387065224012
beta,beta22-007366,2022-03-28 14:30:00,tea,Green Tea,0.75,2,65,30,to go,mobile,F,True,1.5370083193831598
beta,beta22-007367,2022-03-28 14:32:00,bakery,Cookies,,1,85,45,to go,mobile,M,True,1.859544088753689
beta,beta22-007368,2022-03-28 14:34:00,coffee,Iced Coffee,0.25,1,60,30,to go,mobile,F,False,1.8379287962594364
beta,beta22-007369,2022-03-28 14:37:00,tea,Green Tea,0.75,1,65,30,delivery,mobile,F,False,1.9356623949347593
beta,beta22-007369,2022-03-28 14:37:00,bakery,Sandwich,,1,80,30,delivery,mobile,F,False,3.4356623949347593
beta,beta22-007369,2022-03-28 14:37:00,bakery,Cheese Cake,,1,120,80,delivery,mobile,F,False,3.4356623949347593
beta,beta22-007370,2022-03-28 14:48:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,1.2275108604817513
beta,beta22-007370,2022-03-28 14:48:00,tea,Green Tea,0.5,1,65,30,to go,mobile,F,True,2.7275108604817513
beta,beta22-007371,2022-03-28 14:52:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,F,False,3.405807008057259
beta,beta22-007372,2022-03-28 15:00:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,2.113080601477591
beta,beta22-007372,2022-03-28 15:00:00,tea,Green Tea,0.75,1,65,30,to go,mobile,M,True,3.613080601477591
beta,beta22-007373,2022-03-28 15:09:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,F,True,3.800776864838148
beta,beta22-007374,2022-03-28 15:30:00,coffee,Cappuccino,0.75,2,75,40,eat in,mobile,F,True,2.048448104555659
beta,beta22-007375,2022-03-28 15:42:00,bakery,Donut,,1,40,15,eat in,mobile,F,True,2.9303947480502934
beta,beta22-007376,2022-03-28 15:47:00,smoothie,Watermelon Smoothie,0.75,2,75,40,eat in,mobile,F,False,1.638573025682382
beta,beta22-007377,2022-03-28 15:59:00,bakery,Cheese Cake,,1,120,80,to go,mobile,F,False,2.8364967906459237
beta,beta22-007378,2022-03-28 16:10:00,coffee,Americano,0.5,1,45,25,eat in,mobile,M,True,2.7328218952157104
beta,beta22-007378,2022-03-28 16:10:00,bakery,Muffin,,1,60,30,eat in,mobile,M,True,4.232821895215711
beta,beta22-007379,2022-03-28 16:20:00,smoothie,Kiwi Smoothie,0.5,2,90,50,eat in,cash,F,True,2.4270202102643856
beta,beta22-007380,2022-03-28 16:22:00,smoothie,Strawberry Smoothie,0.0,2,85,45,eat in,mobile,F,True,1.8862723613062409
beta,beta22-007381,2022-03-28 16:28:00,smoothie,Kiwi Smoothie,0.5,1,90,50,to go,mobile,M,True,1.2449097559226872
beta,beta22-007382,2022-03-28 16:59:00,smoothie,Strawberry Smoothie,0.75,1,85,45,eat in,mobile,F,True,2.9288113770685706
beta,beta22-007451,2022-03-29 13:00:00,tea,Bubble Tea,0.75,2,70,30,delivery,mobile,M,False,2.701337712566692
beta,beta22-007452,2022-03-29 13:02:00,tea,Yuzu Tea,0.0,1,70,30,delivery,gift card,F,True,2.064888365040268
beta,beta22-007453,2022-03-29 13:06:00,bakery,Cheese Cake,,1,120,80,eat in,mobile,F,False,3.0091450421434147
beta,beta22-007454,2022-03-29 13:09:00,tea,Bubble Tea,0.25,1,70,30,eat in,mobile,F,True,3.2723919423530377
beta,beta22-007455,2022-03-29 13:13:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,1.4309187565622772
beta,beta22-007456,2022-03-29 13:15:00,tea,Yuzu Tea,0.0,1,70,30,to go,mobile,M,True,2.576186314224669
beta,beta22-007457,2022-03-29 13:16:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,F,True,2.4712326801305897
beta,beta22-007458,2022-03-29 13:16:00,smoothie,Mango Smoothie,0.75,3,90,45,to go,mobile,M,True,3.6986372503488036
beta,beta22-007459,2022-03-29 13:28:00,coffee,Iced Coffee,0.0,2,60,30,eat in,mobile,F,True,2.5637665512488526
beta,beta22-007459,2022-03-29 13:28:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,True,4.063766551248852
beta,beta22-007460,2022-03-29 13:35:00,coffee,Espresso,0.75,2,55,30,eat in,gift card,F,True,3.843132085699696
beta,beta22-007461,2022-03-29 13:44:00,coffee,Iced Coffee,0.75,5,60,30,delivery,mobile,M,True,8.26795498629071
beta,beta22-007461,2022-03-29 13:44:00,coffee,Espresso,0.5,3,55,30,delivery,mobile,M,True,6.767954986290709
beta,beta22-007462,2022-03-29 13:46:00,bakery,Donut,,1,40,15,to go,mobile,M,True,2.6571278078643816
beta,beta22-007463,2022-03-29 13:46:00,coffee,Latte,1.0,1,70,35,eat in,mobile,F,True,2.958639553123346
beta,beta22-007463,2022-03-29 13:46:00,bakery,Croissant,,1,85,50,eat in,mobile,F,True,4.458639553123346
beta,beta22-007464,2022-03-29 13:47:00,coffee,Latte,0.25,3,70,35,to go,mobile,F,True,4.226506802033443
beta,beta22-007465,2022-03-29 13:48:00,coffee,Mocha,0.25,3,70,35,to go,mobile,F,True,4.076186314224669
beta,beta22-007466,2022-03-29 13:49:00,bakery,Donut,,1,40,15,to go,mobile,M,True,1.8582392257775182
beta,beta22-007466,2022-03-29 13:49:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,3.358239225777518
beta,beta22-007467,2022-03-29 13:50:00,bakery,Donut,,2,40,15,eat in,mobile,F,False,2.576186314224669
beta,beta22-007468,2022-03-29 13:59:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,2.974558887420002
beta,beta22-007468,2022-03-29 13:59:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,M,True,4.474558887420002
beta,beta22-007469,2022-03-29 14:09:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,F,False,2.979971693808866
beta,beta22-007470,2022-03-29 14:12:00,coffee,Latte,0.75,3,70,35,delivery,mobile,F,True,3.4024290711996468
beta,beta22-007470,2022-03-29 14:12:00,bakery,Muffin,,3,60,30,delivery,mobile,F,True,4.902429071199647
beta,beta22-007471,2022-03-29 14:14:00,coffee,Black Coffee,0.75,1,45,20,eat in,mobile,M,False,2.3319780796964498
beta,beta22-007472,2022-03-29 14:40:00,tea,Green Tea,0.25,1,65,30,to go,mobile,M,True,4.566944412556509
beta,beta22-007473,2022-03-29 14:53:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,M,True,2.576186314224669
beta,beta22-007474,2022-03-29 15:00:00,tea,Yuzu Tea,0.25,1,70,30,to go,mobile,M,True,3.6420230681645593
beta,beta22-007475,2022-03-29 15:03:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,F,True,2.576186314224669
beta,beta22-007476,2022-03-29 15:07:00,bakery,Cheese Cake,,1,120,80,delivery,mobile,F,False,3.327264177168641
beta,beta22-007476,2022-03-29 15:07:00,smoothie,Watermelon Smoothie,0.5,2,75,40,delivery,mobile,F,False,4.827264177168641
beta,beta22-007477,2022-03-29 15:15:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,M,True,2.576186314224669
beta,beta22-007478,2022-03-29 15:19:00,coffee,Mocha,0.5,1,70,35,to go,mobile,M,False,2.576186314224669
beta,beta22-007479,2022-03-29 15:41:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,M,False,2.4000772858060646
beta,beta22-007480,2022-03-29 15:46:00,bakery,Muffin,,1,60,30,eat in,credit card,M,True,1.481678694651748
beta,beta22-007481,2022-03-29 15:55:00,bakery,Cookies,,1,85,45,eat in,mobile,F,False,5.1051116862186765
beta,beta22-007482,2022-03-29 15:59:00,tea,Yuzu Tea,0.5,2,70,30,delivery,mobile,F,False,1.3864262766982591
beta,beta22-007482,2022-03-29 15:59:00,tea,Thai Tea,0.5,2,70,30,delivery,mobile,F,False,2.886426276698259
beta,beta22-007483,2022-03-29 16:10:00,coffee,Iced Coffee,0.0,2,60,30,eat in,mobile,F,True,1.8328235084677287
beta,beta22-007484,2022-03-29 16:16:00,smoothie,Watermelon Smoothie,0.0,1,75,40,to go,mobile,F,True,3.352062868706262
beta,beta22-007485,2022-03-29 16:25:00,bakery,Cheese Cake,,2,120,80,eat in,mobile,F,False,4.424882441762051
beta,beta22-007486,2022-03-29 16:31:00,tea,Bubble Tea,0.75,1,70,30,eat in,cash,F,True,2.0118611255874796
beta,beta22-007487,2022-03-29 16:35:00,smoothie,Watermelon Smoothie,1.0,3,75,40,to go,cash,F,True,4.878051565292262
beta,beta22-007488,2022-03-29 16:50:00,coffee,Mocha Cold Brew,0.0,1,165,55,to go,cash,F,False,2.4303048750546705
beta,beta22-007546,2022-03-30 13:01:00,coffee,Black Coffee,0.5,2,45,20,eat in,mobile,F,False,1.7085882125957492
beta,beta22-007547,2022-03-30 13:10:00,tea,Thai Tea,0.0,1,70,30,eat in,mobile,M,False,1.2862239213665674
beta,beta22-007548,2022-03-30 13:11:00,tea,Yuzu Tea,0.0,1,70,30,eat in,mobile,F,True,3.9106843510103615
beta,beta22-007549,2022-03-30 13:14:00,coffee,Latte,0.25,1,70,35,to go,mobile,F,True,3.458287384541085
beta,beta22-007550,2022-03-30 13:22:00,tea,Thai Tea,0.75,1,70,30,eat in,mobile,M,True,2.8793773930941535
beta,beta22-007551,2022-03-30 13:24:00,coffee,Latte,1.0,1,70,35,to go,mobile,F,False,5.251461079364897
beta,beta22-007552,2022-03-30 13:32:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,F,True,1.3552962624956
beta,beta22-007553,2022-03-30 13:39:00,tea,Green Tea,0.75,1,65,30,eat in,mobile,F,True,2.576186314224669
beta,beta22-007554,2022-03-30 13:39:00,coffee,Mocha,0.5,1,70,35,eat in,mobile,F,False,3.0099220868379284
beta,beta22-007555,2022-03-30 13:48:00,bakery,Donut,,1,40,15,eat in,gift card,M,False,1.4254189705201163
beta,beta22-007556,2022-03-30 13:56:00,coffee,Espresso,1.0,1,55,30,eat in,mobile,M,True,2.002829532409192
beta,beta22-007557,2022-03-30 14:03:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,F,True,2.576186314224669
beta,beta22-007558,2022-03-30 14:10:00,bakery,Cheese Cake,,1,120,80,to go,mobile,F,True,1.3231780562558475
beta,beta22-007559,2022-03-30 14:10:00,bakery,Croissant,,1,85,50,to go,mobile,F,False,1.8966846293298456
beta,beta22-007559,2022-03-30 14:10:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,F,False,3.3966846293298456
beta,beta22-007560,2022-03-30 14:12:00,coffee,Iced Coffee,0.0,3,60,30,to go,mobile,M,True,5.84776354073653
beta,beta22-007561,2022-03-30 14:17:00,tea,Bubble Tea,0.5,1,70,30,eat in,gift card,M,True,1.3685036799540744
beta,beta22-007562,2022-03-30 14:18:00,bakery,Donut,,4,40,15,to go,mobile,M,True,5.735595340103499
beta,beta22-007563,2022-03-30 14:23:00,coffee,Latte,1.0,3,70,35,to go,mobile,F,True,4.076186314224669
beta,beta22-007564,2022-03-30 14:26:00,coffee,Mocha Cold Brew,0.5,1,165,55,to go,mobile,F,True,3.565402992229437
beta,beta22-007565,2022-03-30 14:29:00,coffee,Mocha Cold Brew,0.25,2,165,55,eat in,mobile,M,True,2.404539835863462
beta,beta22-007566,2022-03-30 14:32:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,F,False,3.2429713837354384
beta,beta22-007566,2022-03-30 14:32:00,bakery,Croissant,,1,85,50,to go,mobile,F,False,4.742971383735439
beta,beta22-007567,2022-03-30 14:36:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,M,True,4.618207043534275
beta,beta22-007568,2022-03-30 14:42:00,bakery,Cheese Cake,,3,120,80,to go,mobile,M,True,3.5767699251835157
beta,beta22-007568,2022-03-30 14:42:00,bakery,Croissant,,3,85,50,to go,mobile,M,True,5.076769925183516
beta,beta22-007569,2022-03-30 15:00:00,bakery,Cookies,,4,85,45,to go,credit card,F,False,6.2759353307364885
beta,beta22-007570,2022-03-30 15:11:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,M,True,1.770244607809451
beta,beta22-007571,2022-03-30 15:28:00,bakery,Muffin,,3,60,30,to go,mobile,F,True,4.886905311817322
beta,beta22-007572,2022-03-30 15:36:00,tea,Yuzu Tea,0.5,1,70,30,delivery,mobile,M,True,2.915575799928217
beta,beta22-007573,2022-03-30 15:39:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,2.8883291847511363
beta,beta22-007573,2022-03-30 15:39:00,coffee,Americano,0.0,1,45,25,to go,mobile,F,True,4.388329184751136
beta,beta22-007574,2022-03-30 15:56:00,bakery,Sandwich,,2,80,30,delivery,mobile,F,True,3.1686170056656895
beta,beta22-007574,2022-03-30 15:56:00,tea,Bubble Tea,0.0,2,70,30,delivery,mobile,F,True,4.6686170056656895
beta,beta22-007574,2022-03-30 15:56:00,smoothie,Watermelon Smoothie,0.25,2,75,40,delivery,mobile,F,True,4.6686170056656895
beta,beta22-007575,2022-03-30 15:57:00,tea,Yuzu Tea,0.75,1,70,30,eat in,mobile,F,True,2.2710864392068495
beta,beta22-007576,2022-03-30 16:12:00,bakery,Muffin,,1,60,30,delivery,mobile,M,True,2.185208015243919
beta,beta22-007576,2022-03-30 16:12:00,tea,Bubble Tea,0.25,3,70,30,delivery,mobile,M,True,5.185208015243919
beta,beta22-007577,2022-03-30 16:13:00,smoothie,Strawberry Smoothie,0.0,1,85,45,to go,credit card,F,False,3.4110062247597064
beta,beta22-007578,2022-03-30 16:13:00,tea,Jasmine Tea,0.0,3,55,25,to go,mobile,M,True,4.460249380668191
beta,beta22-007648,2022-03-31 13:09:00,coffee,Americano,0.0,2,45,25,to go,mobile,M,True,2.7893618590323683
beta,beta22-007649,2022-03-31 13:30:00,bakery,Sandwich,,1,80,30,eat in,mobile,F,True,3.1897620127988215
beta,beta22-007649,2022-03-31 13:30:00,tea,Thai Tea,0.0,1,70,30,eat in,mobile,F,True,4.6897620127988215
beta,beta22-007650,2022-03-31 13:34:00,coffee,Espresso,1.0,3,55,30,to go,credit card,M,False,3.160876587515282
beta,beta22-007651,2022-03-31 13:36:00,coffee,Mocha,0.75,1,70,35,to go,mobile,F,False,3.3343050027796717
beta,beta22-007652,2022-03-31 13:40:00,bakery,Croissant,,2,85,50,eat in,mobile,F,True,3.4608101073718127
beta,beta22-007652,2022-03-31 13:40:00,tea,Yuzu Tea,0.0,2,70,30,eat in,mobile,F,True,4.960810107371813
beta,beta22-007653,2022-03-31 13:43:00,tea,Yuzu Tea,0.25,2,70,30,delivery,mobile,F,True,3.642946767165803
beta,beta22-007653,2022-03-31 13:43:00,tea,Bubble Tea,1.0,1,70,30,delivery,mobile,F,True,5.142946767165803
beta,beta22-007654,2022-03-31 13:44:00,bakery,Sandwich,,1,80,30,to go,mobile,M,False,2.4762754382702568
beta,beta22-007654,2022-03-31 13:44:00,bakery,Muffin,,1,60,30,to go,mobile,M,False,3.9762754382702568
beta,beta22-007655,2022-03-31 13:48:00,coffee,Mocha,0.75,1,70,35,to go,cash,F,True,3.8567727526877
beta,beta22-007656,2022-03-31 13:49:00,coffee,Iced Coffee,0.5,3,60,30,to go,mobile,M,False,4.48807190833562
beta,beta22-007657,2022-03-31 13:51:00,coffee,Iced Coffee,1.0,1,60,30,delivery,mobile,F,True,1.9786991495564799
beta,beta22-007658,2022-03-31 14:00:00,bakery,Muffin,,1,60,30,delivery,mobile,F,True,2.6753246296814233
beta,beta22-007659,2022-03-31 14:29:00,tea,Black Tea,0.5,4,45,20,to go,mobile,M,True,5.5995042109354465
beta,beta22-007660,2022-03-31 14:30:00,bakery,Cookies,,1,85,45,to go,mobile,F,False,1.458744180550986
beta,beta22-007661,2022-03-31 14:36:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,F,True,4.41471869517057
beta,beta22-007662,2022-03-31 14:38:00,bakery,Sandwich,,1,80,30,delivery,cash,M,False,3.2585931817569693
beta,beta22-007663,2022-03-31 14:44:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,M,True,2.394515761766606
beta,beta22-007664,2022-03-31 14:53:00,tea,Yuzu Tea,0.5,1,70,30,to go,mobile,F,False,2.280940597852201
beta,beta22-007665,2022-03-31 14:54:00,tea,Green Tea,0.75,2,65,30,eat in,mobile,F,False,2.762480288872445
beta,beta22-007666,2022-03-31 14:55:00,tea,Yuzu Tea,0.0,1,70,30,delivery,mobile,F,False,1.9199284951526157
beta,beta22-007667,2022-03-31 15:01:00,coffee,Latte,0.75,1,70,35,to go,mobile,F,True,5.077795180467079
beta,beta22-007668,2022-03-31 15:07:00,tea,Thai Tea,0.5,1,70,30,eat in,mobile,F,True,1.9106959229020053
beta,beta22-007669,2022-03-31 15:07:00,coffee,Cappuccino,0.75,1,75,40,delivery,mobile,F,True,2.3837317697843594
beta,beta22-007669,2022-03-31 15:07:00,bakery,Muffin,,1,60,30,delivery,mobile,F,True,3.8837317697843594
beta,beta22-007670,2022-03-31 15:20:00,coffee,Latte,0.75,2,70,35,eat in,mobile,F,True,3.0830348983309546
beta,beta22-007671,2022-03-31 15:46:00,bakery,Donut,,2,40,15,delivery,mobile,M,True,3.2231777394272014
beta,beta22-007671,2022-03-31 15:46:00,smoothie,Watermelon Smoothie,0.25,3,75,40,delivery,mobile,M,True,6.223177739427202
beta,beta22-007671,2022-03-31 15:46:00,bakery,Sandwich,,3,80,30,delivery,mobile,M,True,6.223177739427202
beta,beta22-007672,2022-03-31 16:09:00,tea,Yuzu Tea,0.5,1,70,30,eat in,mobile,F,True,3.0955878489631816
beta,beta22-007673,2022-03-31 16:25:00,tea,Bubble Tea,0.0,1,70,30,eat in,mobile,F,True,3.8427157438359476
beta,beta22-007674,2022-03-31 16:39:00,tea,Yuzu Tea,0.25,1,70,30,eat in,mobile,M,False,1.7958866130271323
beta,beta22-007739,2022-04-01 13:08:00,tea,Thai Tea,0.0,1,70,30,to go,mobile,F,True,1.5278917019487221
beta,beta22-007740,2022-04-01 13:12:00,coffee,Espresso,0.75,1,55,30,to go,mobile,F,True,1.4288063114050242
